codigo_ibge,distribuidora
3141207,CEMIG DISTRIB
2516706,ENERGISA PB
4301057,CEEE DISTRIB
4321667,CEEE DISTRIB
5219209,CELG
2512101,ENERGISA PB
3527405,ENERGISA SS
5104609,ENERGISA MT
3114402,CEMIG DISTRIB
4114500,COPEL DISTRIB
4210902,CELESC DIST
4316451,RGE SUL
2917102,COELBA
2305803,COELCE
2305308,COELCE
3121605,CEMIG DISTRIB
2923357,COELBA
2201200,CEPISA
3544251,ELEKTRO
2301604,COELCE
4315552,RGE SUL
2925006,COELBA
4318606,RGE SUL
3304607,AMPLA
4322152,COPREL COOPERATIVA
4319109,RGE SUL
3555109,ELEKTRO
3139508,ENERGISA MR
4320503,COPREL COOPERATIVA
4308656,RGE SUL
4103354,COPEL DISTRIB
4316733,COPREL COOPERATIVA
5002605,ENERGISA MS
3304755,AMPLA
4305871,CERILUZ DIST
2400802,COSERN
4105102,COPEL DISTRIB
4301305,CEEE DISTRIB
2511301,ENERGISA PB
1504455,CELPA
4206801,CELESC DIST
1504059,CELPA
2201150,CEPISA
3124302,CEMIG DISTRIB
3523008,ELEKTRO
3528106,ELEKTRO
2911204,COELBA
4121505,COPEL DISTRIB
3108602,CEMIG DISTRIB
3109402,CEMIG DISTRIB
3160405,CEMIG DISTRIB
2923506,COELBA
4304101,COPREL COOPERATIVA
3157005,CEMIG DISTRIB
3508108,ELEKTRO
1501600,CELPA
3162807,CEMIG DISTRIB
3141900,CEMIG DISTRIB
3167103,CEMIG DISTRIB
4104105,COPEL DISTRIB
3112307,CEMIG DISTRIB
2414506,COSERN
2917359,COELBA
4307864,RGE SUL
2403509,COSERN
2707305,CEAL
2305357,COELCE
2909505,COELBA
2906709,COELBA
4313391,CELETRO
4125308,COPEL DISTRIB
4112603,COPEL DISTRIB
2930766,COELBA
3204609,ESCELSA
2804458,ENERGISA SE
4201653,CELESC DIST
3503109,CPFL JAGUARI
1508035,CELPA
4128658,COPEL DISTRIB
3531704,BANDEIRANTE
3161007,CEMIG DISTRIB
5004403,ENERGISA MS
3501004,CPFL PAULISTA
4126652,COPEL DISTRIB
3104908,CEMIG DISTRIB
2313955,COELCE
2926301,COELBA
3202108,ESCELSA
2313401,COELCE
2925501,COELBA
4104402,COPEL DISTRIB
4106456,COPEL DISTRIB
3304151,AMPLA
4312674,COPREL COOPERATIVA
4110003,COPEL DISTRIB
4300554,COPREL COOPERATIVA
2303600,COELCE
3541802,CPFL PAULISTA
4117297,COPEL DISTRIB
4306551,CEEE DISTRIB
2401701,COSERN
3304102,AMPLA
2300309,COELCE
4303806,RGE SUL
3551405,CPFL PAULISTA
2903805,COELBA
4128559,COPEL DISTRIB
2613404,CELPE
2604502,CELPE
2905800,COELBA
5106158,ENERGISA MT
4112504,COPEL DISTRIB
2931004,COELBA
3512605,ELEKTRO
2504306,ENERGISA PB
3116902,CEMIG DISTRIB
5003504,ENERGISA MS
2924405,COELBA
5107941,ENERGISA MT
4311130,COPREL COOPERATIVA
2302701,COELCE
2406502,COSERN
2929107,COELBA
4319372,RGE SUL
3545605,CPFL PAULISTA
3532306,ELEKTRO
4316477,RGE SUL
3135050,CEMIG DISTRIB
2308500,COELCE
4121109,COPEL DISTRIB
4120333,COPEL DISTRIB
4118600,COPEL DISTRIB
2105708,CEMAR
4122156,COPEL DISTRIB
4318457,RGE SUL
4125753,COPEL DISTRIB
4308433,CERTEL DIST
4305975,COPREL COOPERATIVA
5106265,ENERGISA MT
4211405,CELESC DIST
2922854,COELBA
2413102,COSERN
2402204,COSERN
2905008,COELBA
4306056,CEEE DISTRIB
2310951,COELCE
5006408,ENERGISA MS
4301206,RGE SUL
4202602,CELESC DIST
3301504,AMPLA
3513603,ELEKTRO
2920601,COELBA
5100805,ENERGISA MT
4300208,RGE SUL
3161106,CEMIG DISTRIB
1501808,CELPA
4116802,COPEL DISTRIB
2110203,CEMAR
3542909,CPFL PAULISTA
2611002,CELPE
4319208,RGE SUL
2512002,ENERGISA PB
2614857,CELPE
4316436,RGE SUL
2406403,COSERN
5211206,CELG
4309050,RGE SUL
2410702,COSERN
4300646,RGE SUL
3156809,CEMIG DISTRIB
2903706,COELBA
2918100,COELBA
4107306,COPEL DISTRIB
4311718,RGE SUL
2801405,ENERGISA SE
2908705,COELBA
5106778,ENERGISA MT
2307502,COELCE
3112000,CEMIG DISTRIB
4300034,COOPERSUL
5000807,ELEKTRO
3145455,CEMIG DISTRIB
5103056,ENERGISA MT
5007950,ENERGISA MS
4111407,COPEL DISTRIB
3132503,CEMIG DISTRIB
3127008,CEMIG DISTRIB
3547700,ENERGISA SS
3125705,CEMIG DISTRIB
4308805,RGE SUL
2929909,COELBA
1506609,CELPA
3548609,ELEKTRO
3512704,ELEKTRO
4108957,COPEL DISTRIB
3522802,ELEKTRO
4302584,CERILUZ DIST
1200203,ENERGISA AC
2304509,COELCE
1503457,CELPA
4315404,RGE SUL
3514700,ENERGISA SS
3518503,CPFL JAGUARI
1100338,ENERGISA RO
4117800,COPEL DISTRIB
2923100,COELBA
4207205,CELESC DIST
2926202,COELBA
2309508,COELCE
4104709,COPEL DISTRIB
2102804,CEMAR
1707553,ENERGISA TO
2306801,COELCE
2503100,ENERGISA PB
3503604,CPFL PAULISTA
4305405,CERILUZ DIST
3119104,CEMIG DISTRIB
2913200,COELBA
4318101,RGE SUL
5001243,ENERGISA MS
4300661,RGE SUL
3153905,CEMIG DISTRIB
5000906,ENERGISA MS
3131604,CEMIG DISTRIB
2932200,COELBA
2921104,COELBA
3123502,CEMIG DISTRIB
2413359,COSERN
3532603,ELEKTRO
4305850,ELETROCAR
2900355,COELBA
3547908,CPFL PAULISTA
4209854,CELESC DIST
5201306,CELG
3542305,ELEKTRO
1720655,ENERGISA TO
2701100,CEAL
3115102,CEMIG DISTRIB
3553609,CPFL JAGUARI
2514909,ENERGISA PB
3529203,ENERGISA SS
4311270,RGE SUL
3112802,CEMIG DISTRIB
5104542,ENERGISA MT
2804706,ENERGISA SE
4307054,COPREL COOPERATIVA
2613602,CELPE
3132107,CEMIG DISTRIB
2305209,COELCE
4120705,COPEL DISTRIB
4108320,COPEL DISTRIB
3100203,CEMIG DISTRIB
2506103,ENERGISA PB
2509206,ENERGISA PB
3515400,ELEKTRO
2933109,COELBA
2208809,CEPISA
3549953,ELETROPAULO
2802205,ENERGISA SE
3200169,ESCELSA
4201000,CELESC DIST
1706100,ENERGISA TO
2516904,ENERGISA PB
2302107,COELCE
2928950,COELBA
3500600,CPFL PAULISTA
2932705,COELBA
2921708,COELBA
3501707,CPFL PAULISTA
3506201,CPFL PAULISTA
4102208,COPEL DISTRIB
5006903,ENERGISA MS
2309409,COELCE
3529807,CPFL PAULISTA
3111101,CEMIG DISTRIB
4309902,RGE SUL
3114303,CEMIG DISTRIB
2906824,COELBA
4316428,RGE SUL
4121604,COPEL DISTRIB
4118808,COPEL DISTRIB
4103057,COPEL DISTRIB
2933406,COELBA
2804003,ENERGISA SE
3128204,CEMIG DISTRIB
2926806,COELBA
4111555,COPEL DISTRIB
2309805,COELCE
3305307,AMPLA
5200050,CELG
2604205,CELPE
4314464,RGE SUL
4301925,RGE SUL
2911006,COELBA
3537206,ELEKTRO
4215653,CELESC DIST
3510708,ELEKTRO
3540309,ELEKTRO
4301503,CERILUZ DIST
3143401,CEMIG DISTRIB
3123106,CEMIG DISTRIB
2800670,SULGIPE
2211308,CEPISA
2407609,COSERN
4107157,COPEL DISTRIB
4117222,COPEL DISTRIB
4322186,RGE SUL
2904050,COELBA
2901700,COELBA
2901106,COELBA
3135704,CEMIG DISTRIB
2406908,COSERN
4115101,COPEL DISTRIB
2506400,ENERGISA PB
3550209,CPFL JAGUARI
3534500,ENERGISA SS
5207402,TER
2910750,COELBA
2919058,COELBA
3100401,CEMIG DISTRIB
2505808,ENERGISA PB
4321493,RGE SUL
2929354,COELBA
4113106,COPEL DISTRIB
4112306,COPEL DISTRIB
3117306,CEMIG DISTRIB
3200102,ESCELSA
2614709,CELPE
3104304,CEMIG DISTRIB
2921500,COELBA
2901601,COELBA
4125209,COPEL DISTRIB
3305901,AMPLA
2901205,COELBA
2111409,CEMAR
2933000,COELBA
2404507,COSERN
4311122,RGE SUL
2101004,CEMAR
4120358,COPEL DISTRIB
4213401,CELESC DIST
2313351,COELCE
2302305,COELCE
1713205,ENERGISA TO
2807402,SULGIPE
4310900,RGE SUL
1100056,ENERGISA RO
3154101,ENERGISA MR
3516101,ENERGISA SS
3520202,ELEKTRO
2804607,ENERGISA SE
4113809,COPEL DISTRIB
1705102,ENERGISA TO
4305009,RGE SUL
2305332,COELCE
2901957,COELBA
3535200,ELEKTRO
2306207,COELCE
2932309,COELBA
4118857,COPEL DISTRIB
2910404,COELBA
4306924,RGE SUL
3540903,CPFL PAULISTA
2504504,ENERGISA PB
2306108,COELCE
3543204,ENERGISA SS
3504404,CPFL PAULISTA
2929800,COELBA
2912301,COELBA
3123205,CEMIG DISTRIB
3111002,CEMIG DISTRIB
5108907,ENERGISA MT
2921203,COELBA
3137536,CEMIG DISTRIB
4121257,COPEL DISTRIB
2918902,COELBA
4315958,CERMISSOES
3551207,CPFL JAGUARI
1507474,CELPA
3168804,CEMIG DISTRIB
4106803,COPEL DISTRIB
2923050,COELBA
5214101,CELG
4302600,RGE SUL
3150703,CEMIG DISTRIB
3159001,CEMIG DISTRIB
4317954,CRERAL DIST
4203253,CELESC DIST
4312138,COPREL COOPERATIVA
1505635,CELPA
2310407,COELCE
2308401,COELCE
5204250,CELG
2303907,COELCE
4321436,CEEE DISTRIB
2412807,COSERN
2923308,COELBA
2303808,COELCE
2933505,COELBA
2911105,COELBA
2707503,CEAL
2924207,COELBA
4217550,CELESC DIST
3203700,ESCELSA
2911907,COELBA
2909208,COELBA
4212601,CELESC DIST
3110905,CEMIG DISTRIB
2312106,COELCE
2504702,ENERGISA PB
3108008,CEMIG DISTRIB
4122651,COPEL DISTRIB
4308458,RGE SUL
2512408,ENERGISA PB
3519105,CPFL PAULISTA
2916203,COELBA
3111606,CEMIG DISTRIB
3109600,CEMIG DISTRIB
2923803,COELBA
4303707,RGE SUL
4322525,CERTAJA
2918704,COELBA
2311231,COELCE
4104451,COPEL DISTRIB
2920908,COELBA
1707108,ENERGISA TO
4107751,COPEL DISTRIB
3203353,ELFSM
4121307,COPEL DISTRIB
2904308,COELBA
2205805,CEPISA
1716703,ENERGISA TO
3108305,CEMIG DISTRIB
4111704,COPEL DISTRIB
3551801,ELEKTRO
2922805,COELBA
3139102,CEMIG DISTRIB
3203163,ESCELSA
3113503,CEMIG DISTRIB
3514502,CPFL PAULISTA
2311009,COELCE
3300159,AMPLA
4311106,RGE SUL
4107801,COPEL DISTRIB
2406007,COSERN
1507409,CELPA
2109502,CEMAR
4319356,CERTEL DIST
2925931,COELBA
2921401,COELBA
4120002,COPEL DISTRIB
4122503,COPEL DISTRIB
2901304,COELBA
3532157,ENERGISA SS
2801009,ENERGISA SE
2907004,COELBA
4212700,CELESC DIST
2913903,COELBA
3554706,CPFL PAULISTA
3536604,ELEKTRO
2708709,CEAL
4202073,CELESC DIST
4315008,RGE SUL
4108452,COPEL DISTRIB
2407252,COSERN
4112959,COPEL DISTRIB
2924058,COELBA
4310876,COPREL COOPERATIVA
2407005,COSERN
2311108,COELCE
2403004,COSERN
3153707,CEMIG DISTRIB
4123105,COPEL DISTRIB
4100459,COPEL DISTRIB
2912202,COELBA
4115853,COPEL DISTRIB
5208103,CELG
3149507,CEMIG DISTRIB
2310902,COELCE
4317756,ELETROCAR
4320263,RGE SUL
4309951,RGE SUL
2313559,COELCE
4209458,DCELT
3520707,ELEKTRO
4314209,CEEE DISTRIB
4314027,CELETRO
3111408,CEMIG DISTRIB
2911402,COELBA
4106852,COPEL DISTRIB
3157336,CEMIG DISTRIB
4310504,RGE SUL
2308609,COELCE
2933059,COELBA
4116604,COPEL DISTRIB
5219605,CELG
2907905,COELBA
3300902,AMPLA
2100808,CEMAR
1303536,AMAZONAS ENERG
2911659,COELBA
3528304,ELEKTRO
3204005,ELFSM
2917904,SULGIPE
3205176,ELFSM
2306504,COELCE
2306009,COELCE
2915304,COELBA
2918357,COELBA
5107107,ENERGISA MT
2306603,COELCE
2513406,ENERGISA PB
4110201,COPEL DISTRIB
4120655,COPEL DISTRIB
4301800,CRERAL DIST
4316972,RGE SUL
4305371,COPREL COOPERATIVA
4114906,COPEL DISTRIB
4310413,CERILUZ DIST
2922409,COELBA
4313425,RGE SUL
2909604,COELBA
2927002,SULGIPE
2305266,COELCE
2200509,CEPISA
2903409,COELBA
4315107,RGE SUL
2300804,COELCE
2300705,COELCE
4102703,CPFL JAGUARI
3526100,ELEKTRO
4309704,RGE SUL
2304459,COELCE
2310308,COELCE
4311502,CEEE DISTRIB
4121356,COPEL DISTRIB
4314175,CEEE DISTRIB
2410504,COSERN
4301404,RGE SUL
3162203,CEMIG DISTRIB
2905404,COELBA
2309458,COELCE
5214838,CELG
2501500,ENERGISA PB
4113452,COPEL DISTRIB
2900801,COELBA
4302378,RGE SUL
2308906,COELCE
2313203,COELCE
2908002,COELBA
2301703,COELCE
2910305,COELBA
4122107,COPEL DISTRIB
4321477,RGE SUL
2903904,COELBA
3150406,CEMIG DISTRIB
2611903,CELPE
4119004,COPEL DISTRIB
2905602,COELBA
1508357,CELPA
4312757,CERFOX DIST
3203007,ESCELSA
4215356,CELESC DIST
3547007,CPFL PAULISTA
2920809,COELBA
2906303,COELBA
4101051,COPEL DISTRIB
2915809,COELBA
1502954,CELPA
4312203,RGE SUL
3165008,CEMIG DISTRIB
3541653,ELEKTRO
1500404,CELPA
5007406,ENERGISA MS
2302602,COELCE
2702702,CEAL
4112900,COPEL DISTRIB
4306304,RGE SUL
1702307,ENERGISA TO
3505401,ELEKTRO
2304905,COELCE
5007935,ENERGISA MT
2313708,COELCE
4306502,CEEE DISTRIB
2924603,COELBA
2302404,COELCE
4119657,COPEL DISTRIB
4108700,COPEL DISTRIB
5105200,ENERGISA MT
4106100,COPEL DISTRIB
5210901,CELG
2916708,COELBA
2303956,COELCE
4122172,COPEL DISTRIB
5207808,CELG
2511400,ENERGISA PB
4310579,CERFOX DIST
4124004,COPEL DISTRIB
2906105,COELBA
4216404,CEPRAG
5106828,ENERGISA MT
4319703,RGE SUL
4306379,RGE SUL
2927804,COELBA
2922102,COELBA
2912707,COELBA
4104055,COPEL DISTRIB
4111605,COPEL DISTRIB
2922706,COELBA
2913002,COELBA
2928059,COELBA
3509809,CPFL PAULISTA
4115002,COPEL DISTRIB
4106555,COPEL DISTRIB
5005806,ENERGISA MS
5005251,ENERGISA MS
3538907,CPFL PAULISTA
4317558,RGE SUL
4124707,COPEL DISTRIB
3556354,ENERGISA SS
4119202,COPEL DISTRIB
4304952,RGE SUL
3128402,ENERGISA MR
3300936,AMPLA
4113759,COPEL DISTRIB
4202578,CELESC DIST
2924108,COELBA
2305605,COELCE
1505809,CELPA
2102903,CEMAR
1200500,ENERGISA AC
4215679,CELESC DIST
2301505,COELCE
4200309,CELESC DIST
2308203,COELCE
3169109,ENERGISA SS
4205555,CELESC DIST
2301406,COELCE
2921609,COELBA
4205431,CELESC DIST
2311900,COELCE
2919009,COELBA
5217708,CELG
4128807,COPEL DISTRIB
2928208,COELBA
3305133,AMPLA
4312625,COPREL COOPERATIVA
2300606,COELCE
2925907,COELBA
1506195,CELPA
2207009,CEPISA
2916906,COELBA
4323507,RGE SUL
2908804,COELBA
2700409,CEAL
4102505,COPEL DISTRIB
4322343,RGE SUL
2304608,COELCE
4211454,CELESC DIST
2312007,COELCE
2917409,COELBA
3150307,CEMIG DISTRIB
4126900,COPEL DISTRIB
2902807,COELBA
2308104,COELCE
2924702,COELBA
4110656,COPEL DISTRIB
2300754,COELCE
4320230,RGE SUL
1200609,ENERGISA AC
1707702,ENERGISA TO
1200252,ENERGISA AC
4312179,CERMISSOES
4103008,COPEL DISTRIB
4311700,RGE SUL
4319307,RGE SUL
4125407,COPEL DISTRIB
4101150,COPEL DISTRIB
2805307,ENERGISA SE
4314068,RGE SUL
2110039,CEMAR
2312304,COELCE
4109104,COPEL DISTRIB
3547106,ELEKTRO
4300455,RGE SUL
2932804,COELBA
2916609,COELBA
3544707,ENERGISA SS
2911501,COELBA
4107546,COPEL DISTRIB
2931608,COELBA
2911808,COELBA
3519253,CPFL JAGUARI
2914000,COELBA
2306900,COELCE
4110904,COPEL DISTRIB
3200201,ESCELSA
4117057,COPEL DISTRIB
4123600,COPEL DISTRIB
4307302,RGE SUL
2300903,COELCE
5220058,CELG
4102752,COPEL DISTRIB
4300851,CEEE DISTRIB
2205706,CEPISA
2932002,COELBA
2906600,COELBA
2924900,COELBA
2917805,COELBA
3137106,CEMIG DISTRIB
3305604,AMPLA
4107702,COPEL DISTRIB
4319802,RGE SUL
2509305,ENERGISA PB
2931806,COELBA
2300101,COELCE
3117702,CEMIG DISTRIB
3513306,ENERGISA SS
4122909,COPEL DISTRIB
2933158,COELBA
2701407,CEAL
2305407,COELCE
3101706,CEMIG DISTRIB
2904001,COELBA
2902252,COELBA
2925600,COELBA
4100301,COPEL DISTRIB
4113429,COPEL DISTRIB
2912608,COELBA
2611408,CELPE
2305001,COELCE
3106408,CEMIG DISTRIB
4127908,COPEL DISTRIB
3301157,AMPLA
4205001,CELESC DIST
1503200,CELPA
3138625,CEMIG DISTRIB
3543006,ELEKTRO
2905305,COELBA
4127809,COPEL DISTRIB
2202901,CEPISA
5204706,CELG
1715754,ENERGISA TO
1702554,ENERGISA TO
3551306,ELEKTRO
3123809,CEMIG DISTRIB
1702208,ENERGISA TO
2309201,COELCE
1505494,CELPA
4323101,RGE SUL
3544202,ELEKTRO
2914307,COELBA
2702801,CEAL
2401909,COSERN
5101308,ENERGISA MT
2408706,COSERN
1500859,CELPA
4109500,COPEL DISTRIB
3127206,CEMIG DISTRIB
3202306,ESCELSA
2919157,COELBA
2708501,CEAL
4313003,RGE SUL
5103700,ENERGISA MT
1718451,ENERGISA TO
1502004,CELPA
3121803,CEMIG DISTRIB
2603801,CELPE
2900603,COELBA
2303659,COELCE
2933257,COELBA
3539400,CPFL PAULISTA
2210003,CEPISA
3529609,ELEKTRO
3129707,CEMIG DISTRIB
3533205,ELEKTRO
3114550,CEMIG DISTRIB
3535002,CPFL PAULISTA
3171105,CEMIG DISTRIB
3305406,LIGHT
3152204,CEMIG DISTRIB
